tag,message
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,Mm you ask him to come its enough :-)
ham,Simply sitting and watching match in office..
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,Have you heard from this week?
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
ham,"Hiya, probably coming home * weekend after next"
ham,Dear got bus directly to calicut
ham,"IÛ÷ll leave around four, ok?"
ham,How are you holding up?
ham,"K I'm ready,  &lt;#&gt; ?"
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
ham,I'm e person who's doing e sms survey...
ham,Also remember the beads don't come off. Ever.
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,Tension ah?what machi?any problem?
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
ham,"Aight, text me tonight and we'll see what's up"
ham,Also where's the piece
ham,Nope... C Ì_ then...
ham,Nan sonathaya soladha. Why boss?
ham,Just sleeping..and surfing
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham,Dear good morning how you feeling dear
ham,"alright, I'll make sure the car is back tonight"
ham,"Yes but i dont care! I need you bad, princess!"
ham,Pls speak to that customer machan.
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,When/where do I pick you up
ham,Si si. I think ill go make those oreo truffles.
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Neva mind it's ok..
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,"Haha awesome, be there in a minute"
ham,Please attend the phone:)
ham,I AM AT THE GAS STATION. GO THERE.
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,Even if he my friend he is a priest call him now
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,No break time one... How... I come out n get my stuff fr Ì_?
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
ham,We'll join the  &lt;#&gt;  bus
ham,That is wondarfull song
ham,"Nothing really, just making sure everybody's up to speed"
ham,I knew it... U slept v late yest? Wake up so late...
ham,Your pussy is perfect!
ham,I am waiting for your call sir.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Do you hide anythiing or keeping distance from me
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
ham,Ok.ok ok..then..whats ur todays plan
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,Hey leave it. not a big deal:-) take care.
ham,Ok... Then r we meeting later?
ham,Sent me ur email id soon
ham,Are you at work right now ?
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,Yup
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,If You mean the website. Yes.
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham,Well. Balls. Time to make calls
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,Yeah that's the impression I got
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,U call me alter at 11 ok.
ham,It means u could not keep ur words.
ham,No he didn't. Spring is coming early yay!
ham,"What will we do in the shower, baby?"
ham,Shall i start from hear.
ham,I just lov this line: \Hurt me with the truth
ham,Hurry home. Soup is DONE!
ham,I love you both too :-)
ham,Ok then u tell me wat time u coming later lor.
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
ham,"Text me when you get off, don't call, my phones having problems"
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,I thought slide is enough.
ham,Yo we are watching a movie on netflix
ham,I'm really not up to it still tonight babe
ham,Dont let studying stress you out. L8r.
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,This is all just creepy and crazy to me.
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,Yar else i'll thk of all sorts of funny things.
ham,Are you up for the challenge? I know i am :)
ham,Lol ok. I'll snatch her purse too.
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
ham,Any pain on urination any thing else?
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,We can make a baby in yo tho
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,If you don't respond imma assume you're still asleep and imma start calling n shit
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,But am going to college pa. What to do. are else ill come there it self. Pa.
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,jay says he'll put in  &lt;#&gt;
ham,Alex says he's not ok with you not being ok with it
ham,What you need. You have a person to give na.
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,Lmao. Take a pic and send it to me.
ham,I was just callin to say hi. Take care bruv!
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,I dont want to hear anything
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.
ham,"What part of \don't initiate\"" don't you understand"""
ham,You can never do NOTHING
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,Where's my boytoy? I miss you ... What happened?
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,Thats cool. i liked your photos. You are very sexy!
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,Hi its in durban are you still on this number
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,You still around? I could use a half-8th
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
ham,"Yeah, probably earlier than that"
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
ham,S.i think he is waste for rr..
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham,Wen did you get so spiritual and deep. That's great
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-)."""
ham,";-( oh well, c u later"
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,K I'll be there before 4.
ham,Men like shorter ladies. Gaze up into his eyes.
ham,Good evening! this is roger. How are you?
ham,We have pizza if u want
ham,Two teams waiting for some players
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,Excellent! Are you ready to moan and scream in ecstasy?
ham,Well you told others you'd marry them...
ham,"Trust me. Even if isn't there, its there."
ham,Lmao!nice 1
ham,He remains a bro amongst bros
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
ham,Its not that time of the month nor mid of the time?
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,Ok i go change also...
ham,Then she buying today? ÌÏ no need to c meh...
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,Customer place i will call you.
ham,I keep ten rs in my shelf:) buy two egg.
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,You still at grand prix?
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
ham,Hey happy birthday...
ham,At home also.
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,Yunny... I'm goin to be late
ham,In which place i can get rooms cheap:-)
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,Fine. Do you remember me.
ham,"Great. I'm in church now, will holla when i get out"
ham,Dear are you angry i was busy dear
ham,I can ask around but there's not a lot in terms of mids up here
ham,So u gonna get deus ex?
ham,Ok...
ham,It shall be fine. I have avalarr now. Will hollalater
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,K..give back my thanks.
ham,"Yo, any way we could pick something up tonight?"
ham,When Ì_ login dat time... Dad fetching Ì_ home now?
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,We're finally ready fyi
ham,Can't take any major roles in community outreach. You rock mel
ham,I was gonna ask you lol but i think its at 7
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,Nothing spl..wat abt u and whr ru?
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham,Already am squatting is the new way of walking
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham,Am going to take bath ill place the key in window:-)
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,Why de. You looking good only:-)..
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,I dunno lei... Like dun haf...
ham,Where r we meeting?
ham,Dear where you. Call me
ham,No b4 Thursday
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,Nope i'm not drivin... I neva develop da photos lei...
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,"Hm good morning, headache anyone? :-)"
ham,"Playin space poker, u?"
ham,Will it help if we propose going back again tomorrow
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
ham,Oops. 4 got that bit.
ham,No screaming means shouting..
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham,Sorry . I will be able to get to you. See you in the morning.
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,You got called a tool?
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
ham,Lolnice. I went from a fish to ..water.?
ham,"You aren't coming home between class, right? I need to work out and shower!"
ham,Boy you best get yo ass out here quick
ham,have got * few things to do. may be in * pub later.
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
ham,"aight we can pick some up, you open before tonight?"
ham,"Yeah, where's your class at?"
ham,I will vote for wherever my heart guides me
ham,Thats cool. Where should i cum? On you or in you? :)
ham,"Come round, it's . "
ham,Lol they were mad at first but then they woke up and gave in.
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,You want to go? 
ham,IÛ÷m going to try for 2 months ha ha only joking
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
ham,I want to go to perumbavoor
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,Lol for real. She told my dad I have cancer
ham,"Jay told me already, will do"
ham,Did either of you have any idea's? Do you know of anyplaces doing something?
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
ham,Jus came back fr lunch wif my sis only. U leh?
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,Its good to hear from you
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,I said its okay. Sorry
ham,LMAO where's your fish memory when I need it?
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? 
ham,Ok. So april. Cant wait
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,S:)but he had some luck.2 catches put down:)
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,You made my day. Do have a great day too.
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,Wot u up 2 u weirdo?
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
ham,I've not sent it. He can send me.
ham,Studying. But i.ll be free next weekend.
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
ham,Here got lots of hair dresser fr china.
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...
ham,Want to finally have lunch today?
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
ham,Not directly behind... Abt 4 rows behind Ì_...
ham,I can take you at like noon
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,Printer is cool. I mean groovy. Wine is groovying
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,Sry da..jst nw only i came to home..
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
ham,Then anything special?
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,Tell me pa. How is pain de.
ham,Babe ? I lost you ... :-(
ham,Your bill at 3 is å£33.65 so thats not bad!
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,O. Guess they both got screwd
ham,I dun believe u. I thk u told him.
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
ham,You still at the game?
ham,Did you see that film:)
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham,2 and half years i missed your friendship:-)
ham,Thanx 4 e brownie it's v nice...
ham,Siva is in hostel aha:-.
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,I want to be there so i can kiss you and feel you next to me
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
ham,From tomorrow onwards eve 6 to 3 work.
ham,What is the plural of the noun research?
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
ham,So i'm doing a list of buyers.
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,So gd got free ice cream... I oso wan...
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
ham,U know we watchin at lido?
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
ham,I'm leaving my house now.
ham,Yes. Rent is very expensive so its the way we save.
ham,"No my blankets are sufficient, thx"
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,"2 celebrate my båÕday, y else?"
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
ham,Sorry i missed your call. Can you please call back.
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,Ok lor Ì_ reaching then message me.
ham,We are both fine. Thanks
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
