tag,message
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
ham,I was just callin to say hi. Take care bruv!
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,Dear where you. Call me
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,With my sis lor... We juz watched italian job.
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,What should i eat fo lunch senor
ham,I love working from home :)
ham,From tomorrow onwards eve 6 to 3 work.
ham,"K, wat s tht incident?"
ham,Black shirt n blue jeans... I thk i c Ì_...
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,I dont understand your message.
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
ham,Ok pa. Nothing problem:-)
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham,Finish liao... U?
ham,"Yo my trip got postponed, you still stocked up?"
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
ham,In e msg jus now. U said thanks for gift.
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,Kallis is ready for bat in 2nd innings
ham,Lol alright i was thinkin that too haha
ham,Yo im right by yo work
ham,K.k:)when are you going?
ham,Not to worry. I'm sure you'll get it.
ham,I dont thnk its a wrong calling between us
ham,Hi.what you think about match?
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,Ill call you evening ill some ideas.
ham,When you came to hostel.
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
ham,Happy new year. Hope you are having a good semester
ham,Ok i am on the way to home hi hi
ham,"Come round, it's . "
ham,The basket's gettin full so I might be by tonight
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!
ham,You're gonna have to be way more specific than that
ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
ham,Er mw im filled tuth is aight
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,Hey you told your name to gautham ah?
ham,O i played smash bros  &lt;#&gt;  religiously.
ham,:-( sad puppy noise
ham,I'm in a movie... Collect car oredi...
ham,Please tell me not all of my car keys are in your purse
ham,Umma my life and vava umma love you lot dear
ham,"not that I know of, most people up here are still out of town"
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,Hmm thinking lor...
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,Want to finally have lunch today?
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,Oh all have to come ah?
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,Ladies first and genus second k .
ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
ham,"Aight fuck it, I'll get it later"
ham,Free any day but i finish at 6 on mon n thurs...
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month 
ham,"\Pete can you please ring meive hardly gotany credit\"""""
ham,Small problem in auction:)punj now asking tiwary
ham,No problem baby. Is this is a good time to talk? I called and left a message.
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,R u saying i should re order the slippers cos i had to pay for returning it.
ham,You are not bothering me but you have to trust my answers. Pls.
ham,"Cool, text me when you head out"
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
ham,Can't take any major roles in community outreach. You rock mel
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
ham,Please attend the phone:)
ham,Just sent it. So what type of food do you like?
ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,"Aight, lemme know what's up"
ham,"Ok omw now, you at castor?"
ham,Were gonna go get some tacos
ham,Today my system sh get ready.all is well and i am also in the deep well
ham,Cos i want it to be your thing
ham,I'll talk to the others and probably just come early tomorrow then
ham,Only saturday and sunday holiday so its very difficult:)
ham,Yeah but which is worse for i
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,I am not having her number sir
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
ham,At what time are you coming.
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
ham,Do you always celebrate NY's with your family ?
ham,Well done and ! luv ya all 
ham,Thank you. I like you as well...
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-)."""
ham,Am not interested to do like that.
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Yeah I can still give you a ride
ham,Only once then after ill obey all yours.
ham,ÌÏ comin to fetch us oredi...
ham,I don't think he has spatula hands!
ham,Pandy joined 4w technologies today.he got job..
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,Nothing just getting msgs by dis name wit different no's..
ham,My phone
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,You are a big chic. Common. Declare
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,Big brotherÛ÷s really scraped the barrel with this shower of social misfits
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
ham,How's ur paper?
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,She ran off with a younger man. we will make pretty babies together :)
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Babe ? I lost you ... Will you try rebooting ?
ham,Already am squatting is the new way of walking
ham,Did you get any gift? This year i didnt get anything. So bad
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,He also knows about lunch menu only da. . I know
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,Let me know when you've got the money so carlos can make the call
ham,Check audrey's status right now
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
ham,Pls dont forget to study
ham,"Nothing, i got msg frm tht unknown no.."
ham,Cos daddy arranging time c wat time fetch Ì_ mah...
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,"Uncle G, just checking up on you. Do have a rewarding month"
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Shant disturb u anymore... Jia you...
ham,Yes fine 
ham,Two fundamentals of cool life: \Walk
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,Yep get with the program. You're slacking.
ham,Reckon need to be in town by eightish to walk from * carpark.
ham,"Alright we're hooked up, where you guys at"
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
ham,Hi da:)how is the todays class?
ham,Oic... Then better quickly go bathe n settle down...
ham,They finally came to fix the ceiling.
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
ham,Thank you princess! I want to see your nice juicy booty...
ham,Mmmm.... I cant wait to lick it!
ham,Do you want bold 2 or bb torch
ham,Where are the garage keys? They aren't on the bookshelf
ham,Mum ask Ì_ to buy food home...
ham,For my family happiness..
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,Hello madam how are you ?
ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? 
ham,"Call me, i am senthil from hsbc."
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,It vl bcum more difficult..
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,S but not able to sleep.
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
ham,\Hey j! r u feeling any better
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
ham,I dled 3d its very imp
ham,Lol. Well quality aint bad at all so i aint complaining
ham,You in your room? I need a few
ham,Hi' Test on  &lt;#&gt; rd ....
ham,"Ya ok, then had dinner?"
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham,You've always been the brainy one.
ham,Full heat pa:-) i have applyed oil pa.
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,Shall i ask one thing if you dont mistake me.
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,"Sir, i am waiting for your call."
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
ham,No need for the drug anymore.
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
ham,Yar but they say got some error.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,"fyi I'm at usf now, swing by the room whenever"
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,U're welcome... Caught u using broken english again...
ham,But you were together so you should be thinkin about him
ham,Then u going ikea str aft dat?
ham,I'm thinking that chennai forgot to come for auction..
ham,Oh k.i think most of wi and nz players unsold.
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
ham,&lt;#&gt;  w jetton ave if you forgot
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,S:)but he had some luck.2 catches put down:)
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,Dude ive been seeing a lotta corvettes lately
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,o turns out i had stereo love on mi phone under the unknown album.
ham,I will come tomorrow di
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,Enjoy urself tmr...
ham,I like to think there's always the possibility of being in a pub later.
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,Watching tv lor. Nice one then i like lor.
ham,Ok.
ham,Ok thanx... Take care then...
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,Hmmm.but you should give it on one day..
ham,My battery is low babe
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,Good morning princess! How are you?
ham,I have no money 4 steve mate! !
ham,"Yeah, probably here for a while"
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
ham,K k :-):-) then watch some films.
ham,Now i'm going for lunch.
ham,I'll be late...
ham,Go where n buy? Juz buy when we get there lar.
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl"
ham,Shall i start from hear.
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,10 min later k...
ham,Oh... Okie lor...We go on sat... 
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,"Cool, text me when you're parked"
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,At the funeral home with Audrey and dad
ham,You know what hook up means right?
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,Me n him so funny...
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,Aight ill get on fb in a couple minutes
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,Dear i have reache room
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,Are you this much buzy
ham,Yeah sure I'll leave in a min
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,Y lei?
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,Can you use foreign stamps for whatever you send them off for? 
ham,ÌÏ predict wat time Ì_'ll finish buying?
ham,Wa... U so efficient... Gee... Thanx...
ham,Yes da. Any plm at ur office
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
ham,Hey i will be late ah... Meet you at 945+
ham,Aiyah ok wat as long as got improve can already wat...
ham,Well. Im computerless. Time to make some oreo truffles
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham,The new deus ex game comin early next yr
ham,Thts wat Wright Brother did to fly..
ham,I AM AT THE GAS STATION. GO THERE.
ham,What time is ur flight tmr?
ham,And several to you sir.
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,Lol yes. But it will add some spice to your day.
ham,Feel like trying kadeem again? :V
ham,"Babe, I'm back ... Come back to me ..."
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,"I don't think I can get away for a trek that long with family in town, sorry"
ham,"Miss ya, need ya, want ya, love ya."
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,Ok going to sleep. Hope i can meet her.
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,Ok... Sweet dreams...
ham,I think just yourself Û_Thanks and see you tomo
ham,K.k:)advance happy pongal.
ham,Just nw i came to hme da..
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,Oh ok.. Wat's ur email?
ham,"I just got home babe, are you still awake ?"
ham,Yes.. now only saw your message..
ham,WOT U UP 2 J?
ham,Hi mom we might be back later than  &lt;#&gt; 
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
